facil,SiteCode  ,Storer         ,Sku                 ,Description                                                 ,<= 15 Days,>15 and <=30 Days   ,>30 and <=45 Days   ,>45 and <=60 Days   ,>60 and <=90 Days   ,>90 and <=120 Days  ,>120 and <=150 Days ,>150 and <=180 Days ,>180 and <=210 Days ,>210 Days 
DLAKL,DMI       ,DELL           ,JT14J               ,KIT MSE USB WW LS CMRCL LOGI                                ,0         ,0                   ,0                   ,0                   ,0                   ,300                 ,0                   ,0                   ,0                   ,65        
DLNSW,DMI       ,DELL           ,JT14J               ,KIT MSE USB WW LS CMRCL LOGI                                ,47        ,18                  ,0                   ,1                   ,412                 ,5485                ,0                   ,0                   ,0                   ,20        
DLVIC,DMI       ,DELL           ,JT14J               ,KIT MSE USB WW LS CMRCL LOGI                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,17        
DLWA ,DMI       ,DELL           ,JT14J               ,KIT MSE USB WW LS CMRCL LOGI                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,21        
DLNSW,DMI       ,DELL           ,JT996               ,FGA INSP DT 3459 BTS                                        ,30        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,JTH3P               ,CSN LBL AST MONITOR  7936                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,9         
DLNSW,DMI       ,DELL           ,JX4PH               ,DIS FPL 22 P2211H ANZ CG72                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,13        
DLNSW,VMI       ,M0711          ,JX7K5               ,ASSY BASE DIS SE2716H ANZ                                   ,14        ,56                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,JXFVT               ,DIS FPL 23.8 S2415H ANZ                                     ,13        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M00029         ,JXFVT               ,DIS FPL 23.8 S2415H ANZ                                     ,119       ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,JY92D               ,ASSY DS DOCK WIRED HISPD ANZ                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLWA ,DMI       ,DELL           ,JY92D               ,ASSY DS DOCK WIRED HISPD ANZ                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3         
DLNSW,DMI       ,DELL           ,K1PH4               ,FGA INSP DT 3647 BTS                                        ,0         ,0                   ,0                   ,48                  ,16                  ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,K3756               ,CTRG TONR USE/RTN 6K 17XXN                                  ,0         ,30                  ,0                   ,0                   ,10                  ,0                   ,0                   ,0                   ,6                   ,4         
DLNSW,DMI       ,DELL           ,K4K94               ,KIT ACC STAPLEPACK C7765                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLNSW,VMI       ,M1100          ,K4K94               ,KIT ACC STAPLEPACK C7765                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,40                  ,0                   ,0         
DLNSW,DMI       ,DELL           ,K56RW               ,FGA INSP DT 3847 BTS                                        ,0         ,0                   ,0                   ,1                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,K5K5N               ,FGA XPS DT 2720 BTS                                         ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,K6Y8M               ,CSN LBL SYSTEM 9271 NDBM M56F8                              ,0         ,0                   ,0                   ,0                   ,105                 ,0                   ,0                   ,0                   ,0                   ,122       
DLNSW,DMI       ,DELL           ,K7DM5               ,CSN PREMIER LBL AS RP AU UM268                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,178       
DLNSW,DMI       ,DELL           ,K8M7K               ,FGA OPTI DT 9020 BTS                                        ,1200      ,0                   ,702                 ,9                   ,0                   ,0                   ,0                   ,2                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,KCHRC               ,SI 1105 KIT ACCKT CODI Y1H9D                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,20        
DLNSW,VMI       ,M1100          ,KD557               ,CTRG TONR 12K MAGENTA 5110CN                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,31        
DLNSW,VMI       ,M1100          ,KD566               ,CTRG TONR 8K MAGENTA 5110CN                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,23        
DLNSW,DMI       ,DELL           ,KDP70               ,MOD CBL DNGL DANASBC084 DBP                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,22        
DLAKL,DMI       ,DELL           ,KDPKJ               ,CTRG TONR 12K MGTA C5765                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1100          ,KDPKJ               ,CTRG TONR 12K MGTA C5765                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,57        
DLNSW,DMI       ,DELL           ,KDRVT               ,CSN LBL SYSTEM NDBM 349F1                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1030      
DLNSW,DMI       ,DELL           ,KDWKM               ,CSN LBL 4266Fosters NDBM  7F00F                             ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,199       
DLAKL,DMI       ,DELL           ,KF905               ,CDSK SW HARRYPOTTER SELL                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,151       
DLNSW,DMI       ,DELL           ,KF905               ,CDSK SW HARRYPOTTER SELL                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,25        
DLAKL,DMI       ,DELL           ,KFJ2Y               ,ASSY BASE DIS U3415W ANZ                                    ,0         ,2                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M00029         ,KFJ2Y               ,ASSY BASE DIS U3415W ANZ                                    ,0         ,77                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,KGR30               ,ADPT CON DNGL HDMI2DVI                                      ,0         ,0                   ,0                   ,0                   ,900                 ,0                   ,93                  ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,KGR81               ,CTRG DRUM CNSMB 215X                                        ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1100          ,KGR81               ,CTRG DRUM CNSMB 215X                                        ,0         ,0                   ,0                   ,0                   ,0                   ,11                  ,18                  ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,KKMYD               ,ADPT CON DNGL DP2DVISL                                      ,0         ,0                   ,0                   ,62                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,KKMYD               ,ADPT CON DNGL DP2DVISL                                      ,0         ,1117                ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,KKRW0               ,FGA LAT LPT E7450/7450 BTS                                  ,105       ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,KM13R               ,SI LBL OR ESUPPORT APCC NDBM                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2322      
DLAKL,DMI       ,DELL           ,KMM4K               ,P2014H                                                      ,0         ,20                  ,20                  ,40                  ,6                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M0711          ,KMM4K               ,P2014H                                                      ,660       ,784                 ,38                  ,0                   ,0                   ,1                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,KNK90               ,CSN LBL 4746  DAFF NDBM  XTWX0                              ,0         ,0                   ,50                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,357       
DLAKL,DMI       ,DELL           ,KRHNW               ,ASSY CHAS DOCKING-SPACE LAT N                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,159                 ,0                   ,0         
DLNSW,DMI       ,DELL           ,KRHNW               ,ASSY CHAS DOCKING-SPACE LAT N                               ,0         ,0                   ,3840                ,0                   ,884                 ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,KRM73               ,DIS FPL 19 P190SB TCO5.1 ANZ                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,KRM73               ,DIS FPL 19 P190SB TCO5.1 ANZ                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLAKL,DMI       ,DELL           ,KT6FG               ,CTRG TONR 3K BLK SY C37XX                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,VMI       ,M1100          ,KT6FG               ,CTRG TONR 3K BLK SY C37XX                                   ,20        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,23        
DLNSW,DMI       ,DELL           ,KTNW2               ,DIS PRIVACY FLTR 15.6 3M                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,36        
DLNSW,VMI       ,M1100          ,KU051               ,CTRG TONR 2K CYAN 1320C                                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,165       
DLAKL,DMI       ,DELL           ,KV6KT               ,DIS 21.5 E2214H BLK ANZ                                     ,0         ,0                   ,0                   ,0                   ,13                  ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,KVH6V               ,CTRG INK VX25W SRS33R BLK                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,7         
DLNSW,VMI       ,M1010          ,KVH6V               , CTRG INK VX25W SRS33R BLK                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,85        
DLNSW,VMI       ,M1010          ,KVK63               ,CUS CTRG DRUM IU 60K U/R GV                                 ,0         ,186                 ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,KW450               ,ASSY FUSER 220V 2335/2355DN                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,74        
DLAKL,DMI       ,DELL           ,KX701               ,CTRG INK STD BLK SRS11                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,39        
DLNSW,VMI       ,M1010          ,KX701               ,CTRG INK STD BLK SRS11                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,90                  ,0                   ,0                   ,9         
DLAKL,DMI       ,DELL           ,KX703               ,CTRG INK STD CLR SRS11                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,24        
DLNSW,VMI       ,M1010          ,KX703               ,CTRG INK STD CLR SRS11                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,11                  ,0         
DLNSW,DMI       ,DELL           ,KYPJP               ,CSN LBL 7515XX PAPER MED XW367                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,20        
DLNSW,DMI       ,DELL           ,LEICA-9010MF-01     ,Opti 9010 MT                                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3         
DLNSW,DMI       ,DELL           ,M0P7P               ,BTRY PRI 65WHR 6C LITH SIMPLO                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,89        
DLAKL,DMI       ,DELL           ,M11XH               ,CUS CTRG TONR 8.5K U/R GV                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,8         
DLNSW,VMI       ,M1010          ,M11XH               ,CUS CTRG TONR 8.5K U/R GV                                   ,0         ,67                  ,0                   ,0                   ,0                   ,1                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,M1PCC               ,CASE CRYG 14 LTHR SLP XPS14                                 ,16        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,M1PCC               ,CASE CRYG 14 LTHR SLP XPS14                                 ,353       ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,M1PN5               ,FGA INSP DT 3459 BTS                                        ,30        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,M1Y7N               ,9-cell Battery                                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1100          ,M247C               ,ASSY BASE PTR 220V AUS 3130CN                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLNSW,DMI       ,DELL           ,M33RJ               ,CSN UGL LBL HELPDESK U978G                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,20        
DLNSW,VMI       ,M1010          ,M4640               ,CTRG INK 922/942 BLK                                        ,0         ,90                  ,90                  ,0                   ,0                   ,151                 ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,M4646               ,CTRG INK HYD CLR                                            ,0         ,6                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,9         
DLNSW,VMI       ,M1010          ,M4646               ,CTRG INK HYD CLR                                            ,0         ,0                   ,0                   ,0                   ,90                  ,10                  ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,M538N               ,ASSY BASE NBK T5470 AUB6N A860                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,M55GN               ,FGA INSP DT 3847 BTS                                        ,0         ,0                   ,107                 ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,M797K               ,CTRG TONR 3.5K U/R 2230D                                    ,0         ,0                   ,0                   ,0                   ,0                   ,34                  ,8                   ,10                  ,0                   ,5         
DLNSW,DMI       ,DELL           ,M80PN               ,FGA INSP LPT 5558 BTS                                       ,0         ,0                   ,0                   ,90                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,M8NK9               ,KIT MSE USB MG900 APAC W8                                   ,0         ,0                   ,0                   ,0                   ,1                   ,0                   ,0                   ,0                   ,0                   ,3         
DLWA ,DMI       ,DELL           ,M8NK9               ,KIT MSE USB MG900 APAC W8                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1                   ,0         
DLAKL,DMI       ,DELL           ,MD8G4               ,CTRG TONR 9K YEL C37XX                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,VMI       ,M1100          ,MD8G4               ,CTRG TONR 9K YEL C37XX                                      ,80        ,0                   ,0                   ,0                   ,0                   ,14                  ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MDP29               ,CASE CRYG WIC 10.1 BLK LTH SEC                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,7         
DLNSW,VMI       ,M1024          ,MDP29               ,CASE CRYG WIC 10.1 BLK LTH SEC                              ,40        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,MF790               ,CTRG TONR 4K MGTA 3110/3115CN                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,168                 ,0                   ,25        
DLNSW,DMI       ,DELL           ,MFR6W               ,ASSY CBL MINI DP2DP                                         ,0         ,0                   ,0                   ,200                 ,200                 ,0                   ,89                  ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,MG5M2               ,ASSY TRAY OPT2 1100 C5765                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,10        
DLNSW,DMI       ,DELL           ,MGL-E7250-02        ,Latitude E7250 (High Config)                                ,7         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,MGL-E7450-01        ,Latitude E7450                                              ,5         ,0                   ,0                   ,0                   ,7                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,MGL-E7450-02        ,Latitude E7450 (High Config)                                ,16        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MH6XW               ,KIT SPKR 18V ANZ AC411                                      ,1         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,MH6XW               ,KIT SPKR 18V ANZ AC411                                      ,0         ,0                   ,67                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MHT79               ,CTRG TONR 700 MGTA C1XXX                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4                   ,0         
DLNSW,VMI       ,M1100          ,MHT79               ,CTRG TONR 700 MGTA C1XXX                                    ,0         ,0                   ,54                  ,0                   ,0                   ,0                   ,18                  ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,MJ264               ,CTRG INK HYD SERIES-8 BLK                                   ,0         ,10                  ,7                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,MJ264               ,CTRG INK HYD SERIES-8 BLK                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,41                  ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MJKG6               ,KIT KYBD ENG INTL BB                                        ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1                   ,0         
DLVIC,DMI       ,DELL           ,MK947               ,ADPT AC 90W DLTA 3P ARM WW                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,18        
DLAKL,DMI       ,DELL           ,MK990               ,CTRG INK STD SERIES-9 BLK                                   ,0         ,2                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,MK990               ,CTRG INK STD SERIES-9 BLK                                   ,0         ,0                   ,180                 ,0                   ,0                   ,127                 ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MK991               ,CTRG INK STD SERIES-9 CLR                                   ,0         ,6                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,MK991               ,CTRG INK STD SERIES-9 CLR                                   ,0         ,0                   ,90                  ,0                   ,0                   ,115                 ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MK992               ,CTRG INK HIYLD SERIES-9 BLK                                 ,0         ,62                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1010          ,MK992               ,CTRG INK HIYLD SERIES-9 BLK                                 ,0         ,0                   ,0                   ,0                   ,132                 ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MK993               ,CTRG INK HIYLD SERIES-9 CLR                                 ,0         ,50                  ,7                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1010          ,MK993               ,CTRG INK HIYLD SERIES-9 CLR                                 ,0         ,84                  ,180                 ,0                   ,0                   ,114                 ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MK995               ,CTRG INK SERIES-9 PHOTO                                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,MKD62               ,BTRY PRI 60WHR 6C SIMP                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,MM4ND               ,SI LBL OR PROSPRT MIAS ENT NDBM                             ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,50        
DLNSW,DMI       ,DELL           ,MMC1T               ,FGA TBLT 3741 BTS                                           ,0         ,0                   ,0                   ,2                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,MN008               ,KIT SPKR 5V ZLX AC511 WW                                    ,0         ,0                   ,0                   ,1398                ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLWA ,DMI       ,DELL           ,MN008               ,KIT SPKR 5V ZLX AC511 WW                                    ,1         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1100          ,MP0HN               ,KIT PTR MEM 512MB DIMM C3760                                ,20        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,18        
DLAKL,DMI       ,DELL           ,MPN40               ,KIT CASE FOLIO BB                                           ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1                   ,0         
DLNSW,DMI       ,DELL           ,MPN40               ,KIT CASE FOLIO BB                                           ,0         ,0                   ,0                   ,10                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,MPXY3               ,ASSY BASE PTR APCC HV C3760DN                               ,0         ,0                   ,0                   ,0                   ,0                   ,8                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,MPXY3               ,ASSY BASE PTR APCC HV C3760DN                               ,0         ,20                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLWA ,DMI       ,DELL           ,MPXY3               ,ASSY BASE PTR APCC HV C3760DN                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1100          ,MRNNY               ,ASSY TRAY OPT1 550 C5765                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,13        
DLAKL,DMI       ,DELL           ,MTHX6               ,CTRG INK VX25W SRS33R YEL                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,11        
DLNSW,VMI       ,M1010          ,MTHX6               ,CTRG INK VX25W SRS33R YEL                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,24        
DLNSW,DMI       ,DELL           ,MU-9020SF-06        ,OptiPlex 9020SF - New SI 333697                             ,0         ,25                  ,51                  ,18                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,MU-E7250-01         ,Latitude E7250                                              ,27        ,0                   ,3                   ,10                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,MU-E7450-01         ,Latitude E7450                                              ,34        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,MU-E7450-02         ,Latitude E7450 (High Config)                                ,10        ,7                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,MU-T1700-02         ,Dell Precision T1700 SFF CTO Base - SI#333682 (seaship)     ,15        ,5                   ,10                  ,15                  ,7                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,MW558               ,CTRG TONR USE/RTN 6K 1720/DN                                ,0         ,44                  ,20                  ,0                   ,10                  ,10                  ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,MXT87               ,CSN LBL SYSTEM 5515 WW2GJ                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,198       
DLNSW,DMI       ,DELL           ,N014C               ,KIT DS E-LIO APCC/CCC                                       ,0         ,6                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,N333N               ,ASSY BASE PTR V515W AIO AUS RE                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,DMI       ,DELL           ,N35WD               ,CSN ALINTA LBL AST MIAS R523J                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,810       
DLNSW,DMI       ,DELL           ,N3T6D               ,DIS PRIVACY FLTR 12.5 3M                                    ,0         ,0                   ,0                   ,0                   ,47                  ,0                   ,0                   ,2                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,N51XP               ,CTRG TONR 3K BLK 215X                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1100          ,N51XP               ,CTRG TONR 3K BLK 215X                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,450                 ,0                   ,0                   ,395       
DLNSW,VMI       ,M1100          ,N607D               ,KIT PTR RLLR FUSER BTR EUR3130                              ,0         ,0                   ,0                   ,0                   ,29                  ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,N67VW               ,ASSY BASE PTR ANZ B1265DNF                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,N67VW               ,ASSY BASE PTR ANZ B1265DNF                                  ,0         ,0                   ,0                   ,1                   ,0                   ,0                   ,0                   ,0                   ,0                   ,117       
DLWA ,DMI       ,DELL           ,N67VW               ,ASSY BASE PTR ANZ B1265DNF                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,N6FWH               ,CASE CRYG 16 DRIFTER BP 3PP                                 ,0         ,0                   ,0                   ,2                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1024          ,N6FWH               ,CASE CRYG 16 DRIFTER BP 3PP                                 ,0         ,1                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,137       
DLAKL,DMI       ,DELL           ,N730W               ,CASE CRYG 17 NYL TEK BP                                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,20                  ,0                   ,0                   ,0         
DLNSW,VMI       ,M1024          ,N730W               ,CASE CRYG 17 NYL TEK BP                                     ,0         ,500                 ,318                 ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,14        
DLWA ,DMI       ,DELL           ,N730W               ,CASE CRYG 17 NYL TEK BP                                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,N7GV3               ,ASSY BASE PTR ANZ 5230N                                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3         
DLNSW,DMI       ,DELL           ,N7NDP               ,FGA LAT LPT E5250/5250 BTS                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,54        
